,rating,review
5174,5,"The best place in the town for dine in with friends and family!💙🧿 Great taste, best quality, awesome ambience, great staff!"
5175,5,"The best place in the town for dine in with friends and family!💙🧿 Great taste, best quality, awesome ambience, great staff!"
5176,5,"The best place in the town for dine in with friends and family!💙🧿 Great taste, best quality, awesome ambience, great staff!"
5177,5,"The best place in the town for dine in with friends and family!💙🧿 Great taste, best quality, awesome ambience, great staff!"
5178,5,"The best place in the town for dine in with friends and family!💙🧿 Great taste, best quality, awesome ambience, great staff!"
5179,5,"The best place in the town for dine in with friends and family!💙🧿 Great taste, best quality, awesome ambience, great staff!"
5180,5,varry good 
5181,5,This wasn't nutella thick shake <br/>very disappointing<br/>
5182,5,I don't like this different banner picture and pizza different
5183,5,packing not good condition 
5184,5,wire found in laddu
5185,5,i have ordered for angoor goti but they have send me something else.
5186,5,nice 
5187,5,Did not send correct order. 
5188,5,I am Jalaram khichdi customer since long. They had maintained their food quality always. I always loved dining here as all meals are fresh and very authentic taste. Kudos to Jalaram khichdi team and wish them best for future 
5189,5,"Food is amazing, taste is Just like a home food must try different dishes, yumm love Love Love perfect ❤️🫰✨"
5190,4,There is no different pouch for coffee it was packed in hot tea pouch
5191,5,teasti 
5192,5,ossam taste
5193,5,Third class restaurant and third class Zomato service
5194,1,Straw toh de dete
5195,5,poor service and poor taste
5196,5,perfect preparation.
5197,5,horrible😡😡😡😡
5198,5,I've been cheated twice in a single day. I've received half order twice and I paid for full. I don't even get refund nor given any solution nor even a complaint raise. Over all pathetic experience. My faith is Zomato is gone.
5199,5,Good
5200,5,too spicy and big chopped pieces of onions are found
5201,5,So good
5202,5,"Very bad experience, order delayed. Both items are not good, tea was not served hot and bread was not grilled and Tate's very bad."
5203,5,"was taking 40 min to just prepare food, delivery way too late"
5204,5,the quantity was very less
5205,5,132 ka khali bread butter
5206,5,superb amazing 🤩
5207,5,the u send me veg cheez sandwich is worst sandwich i ihve eat 🥴🥴🥴🥴🥴
5208,5,very bad 
5209,5,no cup no spoon with my order....do i have to order these things separately??
5210,5,Service is fast and delivery intime
5211,5,The food was delicious we in the office ordered for breakfast we just love the food specially I like the paper packing you guys didn't use any plastic packing that i loved I m your regular customer from now. 
5212,5, Poha was ordered but you gave Thepla.
5213,5,"Packaging was not good, in Upma they should use clean Rawa for preparation."
5214,5,fast service
5215,5,Jay Mataji 
5216,5,Hardware was burned... otherwise taste was good..
5217,5,no hot tea full could tea very bad very late service 
5218,5,they should keep cups for drinks. Most of the time they misses it
5219,5,too cold tea serve and delivery also get after one hour west of money
5220,5,today it was all burnt  did not expect it but zomato team is very helpful cheers to the great zomato team service
5221,5,worst packing ever.i didn't expect this from tea post
5222,5,packing is not good and it all went to waste. kindly provide me with the refund
5223,5,everything is cold and is not goodvery bad service and too much delay
5224,5,I have ordered tea with hot container with extra 20 rs charge but tea came in cup only that too with loose lid and half tea is spilled. 
5225,5,I want a refund for my order. I had to serve those snacks to my guests and it was such an embarrassment for us since those vadapavs were not good at all
5226,5,very very bed experience not good 😐 👎
5227,5,Ek dum third class thanda tha pura <br/>Next garam krke lana
5228,5,All items are priced double on Zomato than what you get at the restaurant.. plus delivery and packing charges. Poor experience<br/><br/>Vada are great in taste<br/>Pav is poor sometimes 
5229,2,inmein vadapav nahin Dala bada nahin Dala ismein aise bhej rahe log bevkuf banaa rahe sabko isliye iske pass se
5230,5,supre
5231,5,Not receiving call for customer for this order some details
5232,1,Sends it completely open There is no safety
5233,1,पूअर सर्विस
5234,2,super
5235,3,location track karne nahi aata aur extra charge dene padte hai delivery boy ka behaviour is very bad 
5236,1,i already told extra mirchi ....but there was no mirchi on paav
5237,4,Bina green chutny ke kaise khayega uske kachhe faaltu vada??<br/>mithi chutny ke 4 packet dale or green dalna bhul gaye gadhe
5238,4,Order is delivered too late
5239,1,nice
5240,5,Aek dam ghatiya vadapav aaya he butterbola he to butter aaya nahi vaishali jesa test hi nahi he mirchi 2-3 aayi aur dish bhii nahi aayai aek dam ghatiya  jesa aaya he retting me to 1 star bhi jyada he retting aekdam 0 he😡😡😡😡😡😡😡😡😡😡😡😡😡😡
5241,4,the service was not up to mark the amount of chilli and sauces were not as acspected we order 20 vada pav and we received only only 10 packet of chatni only the was so disappointed
5242,5,chiting 
5243,5,There is not available a cold drinks
5244,4,bed
5245,5,Size quality of vada and cheese aplied all degraded as compare to earlier we have always. 
5246,5,I have order cheese butter vadapav but he had sent only cheese vadapav
5247,5,osam...............................................
5248,5,very poor food quality. there wasn't butter on paav
5249,2,green chutney bhot hi bakvas... or vada pav size is too small like  a. 10 rupees... bhukhe mar jayege  lekin ab ye vadapav ORDER nahi karege....
5250,1,bakwas dilivery boy verry verry rude behaviour .dont expect like zomato rider ....
5251,2,taste are not good and butter inside not properly its look they used less butter
5252,1,where is the Butter making us fool<br/>😠😠😠😠😠😠😠😠
5253,2,"We Have ordered Butter Vadapav, but there is no butter in vadapav and also not chutney in this. We recieved Plain Regular Vadapav. very disappointed for ordering this food.😡😡😡😡😡"
5254,5,there is no cheese in the pav. ridiculous worst   
5255,5,cheese butter gane main kanjusi na kare aapka food grade down hota hai
5256,5,its 2nd time i am not getting my order i also order for water bottle and paid extra for it but didnt got my bottle yet and it's the second time happening
5257,5,"very bad test and cold vadapav..<br/>also there is no cheese in vadapav..<br/>very bad quality..<br/>not appropriate nd appreciate,,,😡😡😡😡😡"
5258,1,"poor package,.   taste less,   cold,  souch less, "
5259,5,"no taste, order 4 vadapav and chutney only give 1 pouch, bred looks old "
5260,5,good test .....wowww
5261,5,fresh and taste mind blowing super 
5262,5,They Did Not Send The Proper Order Plus One Item Was Missing Worst Service From Zaffran Sweets
5263,4,nice
5264,4,Please refund my money.
5265,2,Best Sweets 
5266,1,good taste
5267,3,good
5268,1,good... 
5269,5,ww
5270,3,varry bad bad bad bad bad bad bad bad bad bad bad bad
5271,5,It's really yummy tests!!! originally test of Gulab jamun and pink mava  gulab!!! enjoyed sweets!!! 🥰
5272,1,dry fruit halwa he pr uske Ander dry fruit hi Barabar nahi dikh rahe he
5273,5,there is no dryfruits in dryfruit halwa worst taste ever 
5274,3,Deliciously awesome and it’s seriously recommended mild sweetness and tasty
5275,1,"test of milk cake is not good, last time was very good"
5276,1,taste was genuine and one box was little bit leaked otherwise everything is more than I expected I would like to repeat this order in future again... 
5277,5,food quality is not good<br/>is about near to expired 
